,Unnamed: 0,Rank,Song Name,Artist,Duration,Album,Lyrics,Year,bins
883,883,405,Brand New Day,Sting,373,Brand New Day,Verse 1How many of you people out thereBeen hurt in some kind of love affairAnd how many times do you swear that youll never love againHow many lonely sleepless nightsHow many lies how many fightsAnd why would you want to put yourself through all that againLove is pain I hear you sayLove has a cruel and bitter wayOf paying you back for all the faith you ever had in your brainHow could it be that what you need the mostCan leave you feeling just like a ghostYou never want to feel so sad and lost againOne day you could be lookingThrough an old book in rainy weatherYou see a picture of her smiling at youWhen you were still togetherYou could be walking down the streetAnd who should you chance to meetBut that same old smile that youve been thinking of all dayChorus 1You can turn the clock to zero honeyIll sell the stock well spend all the moneyWere starting up a brand new dayTurn the clock all the way backI wonder if shell take me backIm thinking in a brand new wayTurn the clock to zero sisterYoull never know how much I missed herStarting up a brand new dayTurn the clock to zero bossThe rivers wide well swim acrossStarted up a brand new dayVerse 2It could happen to you  just like it happened to meTheres simply no immunity  theres no guaranteeI say loves such a force  if you find yourself in itAnd sometimes no reflection is thereBaby wait a minute wait a minuteWait a minute wait a minuteWait a minute wait a minuteWait a minute wait a minuteChorus 2You can turn the clock to zero honeyI’ll sell the stock we’ll spend all the moneyWe’re starting up a brand new dayTurn the clock to zero MacI begging her to take me backI’m thinking in a brand new wayTurn the clock to zero bossThe river’s wide we’ll swim acrossStarted up a brand new dayTurn the clock to zero buddyDon’t wanna be no fuddyduddyStarted up a brand new dayBridge 1Im the rhythm in your tuneIm the sun and youre the moonIm a bat and youre the caveYoure the beach and Im the waveI’m the plow and you’re the landYoure the glove and Im the handIm the train and youre the stationIm a flagpole to your nation  yeahBridge 2I’m the present to your futureYou’re the wound and I’m the sutureYou’re the magnet to my poleI’m the devil in your soulYou’re the pupil I’m the teacherYou’re the church and I’m the preacherYou’re the flower I’m the rainYou’re the tunnel I’m the trainOutroStand up all you lovers in the worldStand up and be counted every boy and every girlStand up all you lovers in the worldStarting up a brand new dayBridge 3You’re the crop to my rotationYou’re the sum of my equationI’m the answer to your questionIf you follow my suggestionWe can turn this ship aroundWe’ll go up instead of downYou’re the stair and I’m the handleYou’re the flame and I’m the candleStand up all you lovers in the worldStand up and be counted every boy and every girlStand up all you lovers in the worldWere starting up a brand new dayIts a brand new dayIts a brand new dayIts a brand new day,1999,90s
884,884,407,Mandy,Barry Manilow,199,Ultimate Manilow,Verse 1I remember all my lifeRaining down as cold as iceShadows of a manA face through a windowCrying in the nightThe night goes intoVerse 2Morning just another dayHappy people pass my wayLooking in their eyesI see a memoryI never realizedHow happy you made meChorusOh MandyWell you cameAnd you gave without takingBut I sent you awayOh MandyWell you kissed meAnd stopped me from shakingAnd I need you todayOh MandyVerse 3Im standing on the edge of timeIve walked away when love was mineCaught up in a worldOf uphill climbingThe tears are in my mindAnd nothing is rhymingChorusOh MandyWell you cameAnd you gave without takingBut I sent you awayOh MandyWell you kissed meAnd stopped me from shakingAnd I need you todayOh MandyBridgeYesterdays a dreamI face the morningCrying on a breezeThe pain is callingChorusOh MandyWell you cameAnd you gave without takingBut I sent you awayOh MandyWell you kissed meAnd stopped me from shakingAnd I need you todayOh MandyOutroWell you cameAnd you gave without takingBut I sent you awayOh MandyWell you kissed meAnd stopped me from shakingAnd I need you,1974,70s
885,885,409,Nobody Does It Better,Carly Simon,209,Reflections: Carly Simon's Greatest Hits,Verse 1Nobody does it betterMakes me feel sad for the restNobody does it half as good as youBaby you’re the bestChorusI wasn’t lookingBut somehow you found meI tried to hide from your love lightBut like heaven above meThe spy who loved meIs keeping all my secrets safe tonightVerse 2And nobody does it betterThough sometimes I wish someone couldNobody does it quite the way you doWhy d’you have to be so goodChorusThe way that you hold meWhenever you hold meThere’s some kind of magic inside youThat keeps me from runningBut just keep it comin’How’d you learn to do the things you doVerse 3Oh and nobody does it betterMakes me feel sad for the restNobody does it half as good as youBaby baby darlin’ you’re the bestBaby youre the bestDarlin youre the bestBaby youre the best,1977,70s
886,886,413,10 Bands,Drake,0,If You're Reading This It's Too Late,Chorus10 Bands 50 bands 100 bands fuck it manLets just not even discuss it manOMG niggas sleep I aint trippin Ima let em sleepI aint trippin let em rest in peaceVerse 1I can tell ya how it happenedI can tell ya bout them safe house nights out in CalabasasI can tell you not a rapperTryna sell this story I dont even open up the packageWho you with What you claimI was payin mamas rent when was I turning 17Soda dirty like Diana never cleanMy ex asked me Where you movin I said On to better thingsChorus10 Bands 50 bands 100 bands fuck it manLets just not even discuss it manOMG niggas sleep I aint trippin Ima let em sleepI aint trippin let em rest in peaceVerse 2I been in the crib with the phones offI been at the house taking no callsI done hit the stride got my shit goinIn the six cooking with the wrist motionDrapes closed I dont know what time it isIm still awake I gotta shine this yearI could never ever let the streets downHavent left the condo for a week nowChorus10 Bands 50 bands 100 bands fuck it manLets just not even discuss it manOMG niggas sleep I aint trippin Ima let em sleepI aint trippin let em rest in peaceVerse 3Ive been on a mission havent left the condoThis that OVO that SZN this that new TorontoI get boxes of free Jordan like I play for North CarolinaHow much I make off the deal how the fuck should I knowAll my watches always timeless you can keep the diamondsTreatin Diamonds of Atlanta like its King of DiamondsTake a flick I look like Meechy look like Bleu DaVinciI treat V Live like its 07 in Magic CityMan I told my city Id be gone til November then November cameThen I came right back on my worst behav6 God put both hands together thats amazin grace6 God selfish with the love I need all the praise wooThey got me feelin like the one again wooThey got me feelin like the one againYeah shout goes out to Nike checks all over meI need a FuelBand just to see how long the run has beenChorus10 Bands 50 bands 100 bands fuck it manLets just not even discuss it manOMG niggas sleep I aint trippin Ima let em sleepI aint trippin let em rest in peaceOutroI been in the crib with the phones offI been at the house takin no callsI done hit the stride got my shit goingIn the 6 cookin with the wriwriwriwri,2015,2010s
887,887,414,Join Me,Him,216,And Love Said No,IntroBaby join me in deathBaby join me in deathBaby join me in deathVerse 1We are so youngOur lives have just begunBut already we are consideringEscape from this worldAnd weve waited for so longFor this moment to comeWere so anxious to be togetherTogether in deathChorusWould you die tonight for loveBaby join me in deathWould you dieBaby join me in deathWould you die tonight for loveBaby join me in deathVerse 2This world is a cruel placeAnd were here only to loseSo before life tears us apartLet death bless me with youChorusWould you die tonight for loveBaby join me in deathWould you dieBaby join me in deathWould you die tonight for loveBaby join me in deathBridgeThis life aint worth livinThis life it aint worth livinThis life it aint worth livinThis life aint worth livinChorusWould you die tonight for loveBaby join me in deathWould you dieBaby join me in deathWould you die tonight for loveBaby join me in deathBaby join me in death,1999,90s
888,888,415,Bad Wings,The Glitch Mob,399,Drink the Sea,Instrumental,2010,2010s
889,889,418,Forget Her,Jeff Buckley,311,So Real: Songs From Jeff Buckley,Verse 1While this town is busy sleepingAll the noise has died awayI walk the streets to stop my weepingCause shell never change her waysChorus 1Dont fool yourself she was heartache from the moment that you met herAh my heart feels so still as I try to find the will to forget her somehowOh I think Ive forgotten her nowVerse 2Her love is a rose pale and dyingDropping her petals in land unknownAll full of wine the world before her was sober with no place to goChorus 1Dont fool yourself she was heartache from the moment that you met herMy heart is frozen still as I try to find the will to forget her somehowShes somewhere out there nowInterludeVerse 3Well my tears falling down as I try to forgetHer love was a joke from the day that we metAll of the words all of her menAll of my pain when I think back to whenRemember her hair as it shone in the sunThe smell of the bed when I knew what shed doneTell yourself over and over you wont ever needChorus 2Her againBut dont fool yourselfShe was heartache from the moment that you met herOh my heart is frozen still as I try to find the will to forget her somehowShes out there somewhere nowOutroOh She was heartache from the day that I first met herMy heart is frozen still as I try to find the will to forget you somehowCause I know youre somewhere out there right now,1994,90s
890,890,421,I Care,Beyoncé,0,4,Verse 1I told you how you hurt me babyBut you dont careNow Im crying and deserted babyBut you dont careAint nobody tell me this is loveWhen youre immune to all my painI need you to tell me this is loveYou dont careWell thats okayChorusWell I careI know you dont care too muchBut I still care babyOh I careI know you dont care too muchBut I still care babyVerse 2Ever since you knew your power you made me cryAnd now everytime our love goes sour you wont sympathizeYou see these tears falling down to my earsI swear you like when Im in pain yeahI try to tell you all my fearsYou still dont careThats okayChorusWell I careI know you dont care too muchBut I still care babyOh I careI know you dont care too muchBut I still care babyBridgeBoy maybe if you cared enoughI wouldnt have to care so muchWhat happened to our trustNow youre just given upYou used to be so in loveNow you dont care no moreInterludeOooh oooh oooh ooohOooh oooh oooh oooh whoaChorusWell I careI know you dont care too muchBut I still care babyOh I careI know you dont care too muchBut I still care babyOutroI still careI still careI still care,2012,2010s
891,891,422,Supersymmetry,Arcade Fire,0,Reflektor,Verse 1I know youre living in my mindIts not the same as being aliveI know youre living in my mindIts not the same as being aliveHookSupersymmetrySupersymmetryVerse 2If telling the truth is not politeThen I guess youll have to fightIf telling the truth is not politeThen I guess well have to fightHookSupersymmetrySupersymmetrySupersymmetrySupersymmetryVerse 3I lived for a year in the bed by the windowReading books better than memoriesWanna feel the seasons passingWanna feel the springHookOf supersymmetrySupersymmetrySupersymmetrySupersymmetryVerse 4Its been a while since Ive been to see youI dont know where but youre not with meHeard a voice like an echoBut it came from meHookSupersymmetrySupersymmetry supersymmetrySupersymmetry supersymmetrySupersymmetry supersymmetryBridgeAh lalala lalaAh lalala lalaAh lalala lalaAh lalala lalaHookSupersymmetrySupersymmetry,2013,2010s
892,892,426,Just a Kiss,Lady Antebellum,218,Own the Night,Verse 1Lyin here with you so close to meIts hard to fight these feelings when it feels so hard to breatheIm caught up in this momentIm caught up in your smileVerse 2Ive never opened up to anyoneSo hard to hold back when Im holding you in my armsBut we dont need to rush thisLets just take it slowChorusJust a kiss on your lips in the moonlightJust a touch in the fire burning so brightNo I dont wanna mess this thing upNo I dont wanna push too farJust a shot in the dark that you just mightBe the one Ive been waiting for my whole lifeSo baby Im alright with just a kiss goodnightVerse 3I know that if we give this a little timeItll only bring us closer to the love we wanna findIts never felt so real no its never felt so rightChorusJust a kiss on your lips in the moonlightJust a touch in the fire burning so brightNo I dont wanna mess this thing upNo I dont wanna push too farJust a shot in the dark that you just mightBe the one Ive been waiting for my whole lifeSo baby Im alright with just a kiss goodnightBridgeNo I dont wanna say goodnightI know its time to leaveBut youll be in my dreamsTonightTonightTonightChorusJust a kiss on your lips in the moonlightJust a touch in the fire burning so brightNo I dont wanna mess this thing upNo I dont wanna push too farJust a shot in the dark that you just mightBe the one Ive been waiting for my whole lifeSo baby Im alright ohLets do this right with just a kiss goodnightOutroWith a kiss goodnightKiss goodnight,2011,2010s
893,893,427,Blue Beard,Band of Horses,202,Infinite Arms,Verse 1I used to see the night so anxious but now I knowThe only thing it ever taught me was a grand illusionThat comes and goesThe city blanketed of snowChorusWhat if we dieNo end and no conclusionHow could you smile just walk away Well I dont knowI dont knowVerse 2I met you at the railroad station now years agoAnd somethin happened on the night I last drank with youIn the neon glowNow I dont see you anymoreChorusThe midwestern sky is gray and coldThe sun never shines but thats alrightAnd I couldnt find the letters that you wrote meWhat did you write Whered you go well I dont knowNoBridgeTake a little time gonna roll the diceTaken for a ride any normal life will do tooFind another way try break the iceEveryday and night the banana peels were true true,2010,2010s
894,894,430,I Just Want to Make Love to You,Etta James,186,The Genuine Article: The Best Of Etta James,I dont want you to be no slaveI dont want you to work all dayBut I want you to be trueAnd I just wanna make love to youLove to you ooohoooLove to youAll I want to do is wash your clothesI dont want to keep you indoorsThere is nothing for you to doBut keep me making love to youLove to you ooohoooLove to youAnd I can tell by the way you walk that walkAnd I can hear by the way you talk that talkAnd I can know by the way you treat your girlThat I could give you all the loving in the whole wide worldAll I want you to do is to bake your breadJust to make sure that youre well fedI dont want you sad and blueAnd I just wanna make love to youLove to you ooohoooLove to you ooohAnd I can tell by the way you walk that walkAnd I can hear by the way you talk that talkAnd I can know by the way you treat your girlThat I could give you all the loving in the whole wide worldOh all I wanna do all I wanna do is cook your breadJust to make sure that youre well fedI dont want you sad and blueAnd I just wanna make love to youLove to you ooohoooReal love to you ooohoooLove to you ooohooo,1960,60s
895,895,431,The First Taste,Fiona Apple,286,Tidal,Verse 1I lie in an early bed thinking late thoughtsWaiting for the black to replace my blueI do not struggle in your webBecause it was my aim to get caughtBut daddy longlegs I feelThat Im finally growing wearyOf waiting to be consumed by youChorusGive me the first tasteLet it beginHeaven cannot wait foreverDarling just start the chaseIll let you winBut you must make the endeavorVerse 2Oh your love give me a heart contusionAdagio breezes fill my skin with sudden redYour hungry flirt borders intrusionAnd Im building memoriesOn things we have not saidBreakdownFull is not heavy as emptyNot nearly my loveNot nearly my loveNot nearlyChorusGive me the first tasteLet it beginHeaven cannot wait foreverDarling just start the chaseIll let you winBut you must make the endeavorOutroThe first tasteLet it begin heaven cannot wait foreverStart the chase Ill let you winBut you must make the endeavor,1996,90s
896,896,436,Generator ^ First Floor,Freelance Whales,188,Weathervanes,Verse 1 Judah DadoneWe get up early just to start cranking the generatorOur limbs have been asleep we need to get the blood back in emWere finding every day several ways that we can be friendsVerse 2We keep on churning and the lights inside the house turn onAnd in our native language we are chanting ancient songsAnd when we quiet down the house chants on without us,2010,2010s
897,897,437,...Ready For It?,Taylor Swift,0,,Verse 1Knew he was a killer first time that I saw himWondered how many girls he had loved and left hauntedBut if hes a ghost then I can be a phantomHoldin him for ransom someSome boys are tryin too hard he dont try at all thoughYounger than my exes but he act like such a man soI see nothing better I keep him foreverLike a vendettataPreChorusI I I see how this is gon goTouch me and youll never be aloneIIsland breeze and lights down lowNo one has to knowChorusIn the middle of the night in my dreamsYou should see the things we do babyIn the middle of the night in my dreamsI know Im gonna be with you so I take my timeAre you ready for itVerse 2Knew I was a robber first time that he saw meStealing hearts and running off and never sayin sorryBut if Im a thief then he can join the heist andWell move to an island andAnd he can be my jailer Burton to this TaylorEvery love Ive known in comparison is a failureI forget their names now Im so very tame nowNever be the same now nowPreChorusI I I see how this is gon goTouch me and youll never be aloneIIsland breeze and lights down lowNo one has to know No one has to knowChorusIn the middle of the night in my dreamsYou should see the things we do babyIn the middle of the night in my dreamsI know Im gonna be with you so I take my timeAre you ready for itOh are you ready for itPostChorusBaby let the games beginLet the games beginLet the games beginBaby let the games beginLet the games beginLet the games beginPreChorusI I I see how this is gon goTouch me and youll never be aloneIIsland breeze and lights down lowNo one has to knowChorusIn the middle of the night Night in my dreams My dreamsYou should see the things we do We do baby Baby hmm EhIn the middle of the night in my dreams My dreamsI know Im gonna be with you I know Im gonna be with youSo I take my timeIn the middle of the nightPostChorusBaby let the games beginLet the games beginLet the games beginAre you ready for itBaby let the games beginLet the games beginLet the games beginAre you ready for it,2017,2010s
898,898,449,Lady of the Flowers,Placebo,421,Freak Accurance,Verse 1Excuse me I apologizeHe likes your attitude he tries it on for sizeHe spends the afternoon between your thighsHows that for gratitude I apologizeChorusIt seemed to last for hoursIt seemed to last for daysThis lady of the flowersAnd her hypnotic gazeVerse 2Excuse me I apologizeShes got vacuum cleaner eyesSuck you inShes got magazines filled with pear piesExcuse me I apologizeChorusBridgeShe wears her tears on her blouseConfused and racked with selfdoubtShe stole the keys to my houseAnd then she locked herself outVerse 1Chorus last line alteredIt seemed to last for hoursIt seemed to last for daysThis lady of the flowersAnd her electronic hazeBridgeShe stole the keys to my houseAnd then she locked herself outShe lays me downShe lays me,1996,90s
899,899,450,Buckets of Rain,Bob Dylan,202,Blood on the Tracks,Verse 1Buckets of rainBuckets of tearsGot all them buckets comin’ out of my earsBuckets of moonbeams in my handYou got all the loveHoney baby I can standVerse 2I been meekAnd hard like an oakIve seen pretty people disappear like smokeFriends will arrive friends will disappearIf you want meHoney baby I’ll be hereVerse 3I like your smileAnd your fingertipsI like the way that you move your hipsI like the cool way you look at meEverything about you is bringing me miseryVerse 4Little red wagonLittle red bikeI ain’t no monkey but I know what I likeI like the way you love me strong and slowI’m taking you with meHoney baby when I goVerse 5Life is sadLife is a bustAll you can do is do what you mustYou do what you must do and you do it wellI do it for youHoney baby can’t you tell,1975,70s
900,900,452,I Never Told You,Colbie Caillat,235,Breakthrough,Verse 1I miss those blue eyesHow you kiss me at nightI miss the way we sleepLike theres no sunriseLike the taste of your smileI miss the way we breathePreChorusBut I never told youWhat I should have saidNo I never told youI just held it inChorusAnd now I miss everything about youI cant believe it I still want youAfter all the things weve been throughI miss everything about youWithout youVerse 2I see your blue eyesEvery time I close mineYou make it hard to seeWhere I belong toWhen Im not around youIts like Im not with mePreChorusBut I never told youWhat I should have saidNo I never told youI just held it inChorusAnd now I miss everything about you Still youre goneI cant believe it I still want you Having loving you I never shouldve walked awayAfter all the things weve been through I know its never gonna come againI miss everything about youWithout you whoaOh noPreChorusBut I never told youWhat I should have saidNo I never told youI just held it inChorusAnd now I miss everything about you Still youre goneI cant believe it I still want you Having loving you I never shouldve walked awayAfter all the things weve been through I know its never gonna come againI miss everything about youWithout you whoaOutroOh no noMmm noMmmm,2010,2010s
901,901,454,Your Bruise,Death Cab for Cutie,259,Something About Airplanes,Verse 1Its a backwards attractionTo your forward eyesBut youre so farsighted that you cant place trustIn what or who you recognizeVerse 2We sped the Plymouth cross the banks of the Mississippi RiverMary Timony was smaller than a superballChitterchatter all these secrets started giving me the shiversPlain and simply broken down near OlympiaHook x3I think your bruise was understatedCause you cant feel this anymoreIts getting bluer and you cant keep fakingThat you cant feel this anymore,1998,90s
902,902,461,I Swear,All-4-One,302,All-4-One,IntroI swear by the moonAnd the stars in the skyAnd I swear like the shadow thats by your sideVerse 1I see the questions in your eyesI know whats weighing on your mindYou can be sure I know my partCause I stand beside you through the yearsYoull only cry those happy tearsAnd though I make mistakesIll never break your heartChorusAnd I swear by the moonAnd the stars in the sky Ill be thereI swear like the shadow thats by your sideIll be there for better or worseTill death do us partIll love you with every beat of my heartAnd I swearOoohVerse 2Ill give you everything I canIll build your dreams with these two handsWell hang some memories on the wallsAnd when and when just the two of us are thereYou wont have to ask if I still careCause as the time turns the pageMy love wont age at allChorusAnd I swear I swear by the moonAnd the stars in the sky Ill be there Ill be thereI swear and I swear like the shadow thats by your sideIll be there Ill be there for better or worseTil death do us part Ill love youWith every beat of my heart and I swearOh yeahI swear I swear by the moonAnd the stars in the sky Ill be there Ill be thereI swear like the shadow thats by your sideIll be there Ill be thereFor better or worse better or worseTill death do us part oh no Ill love youWith every single beat of my heartI swearI swearOh I swear,1994,90s
903,903,463,Crush,Dave Matthews Band,0,Before These Crowded Streets,Verse 1Crazy how it feels tonightCrazy how you make it all alright loveYou crush me with the things you doI do for you anything tooSitting smoking feeling highIn this moment it feels so rightLovely ladyI am at your feetGod I want you so badlyI wonder thisCould tomorrow beSo wondrous as you there sleepingLets go drive till morning comesWatch the sunrise to fill our souls upDrink some wine til we get drunkChorusIts crazy Im thinkingJust knowing that the world is roundHere Im dancing on the groundAm I right side up or upside downIs this real or am I dreamingVerse 2Lovely ladyLet me drink you pleaseI wont spill a drop I promise youLying under this spell you cast on meEach momentThe more I love youCrush meCome onChorusVerse 3Lovely ladyI will treat you sweetlyAdore you I mean you crush meIts times like theseWhen my faith I feelAnd I know how I love youCome onLadyChorus 2Its crazy Im thinkingJust as long as youre aroundAnd here Ill be dancing on the groundAm I right side up or upside downTo each other well be facing by loveWell beat back the pain weve foundYou know I mean to tell you all the things Ive been thinkingDeep inside my friendWith each moment the more I love youCrush meCome onSo much you have given loveThat I would give you back again and againMeaning Ill hold youAnd please let me always,1998,90s
904,904,472,The First Cut Is The Deepest,Cat Stevens,182,The Very Best Of Cat Stevens,I would have given you all of my heartBut theres someone whos torn it apartAnd shes takin almost all that Ive gotBut if you want Ill try to love againBaby Ill try to love again but I knowThe first cut is the deepest baby I knowThe first cut is the deepestCause when it comes to bein lucky shes cursedWhen it comes to lovin me shes worstBut when it comes to bein loved shes firstThats how I knowThe first cut is the deepest baby I knowThe first cut is the deepestI still want you by my sideJust to help me dry the tears that Ive criedCause Im sure gonna give you a tryAnd if you want Ill try to love againBut baby Ill try to love again but I knowThe first cut is the deepest baby I knowThe first cut is the deepestCause when it comes to bein lucky shes cursedWhen it comes to lovin me shes worstBut when it comes to bein loved shes firstThats how I knowThe first cut is the deepest baby I knowThe first cut is the deepestBaby I know the first cut is the deepestBaby I know the first cut is the deepestCause when it comes to bein lucky shes cursedWhen it comes to lovin me shes worstBut when it comes to bein loved shes firstThats how I knowThe first cut is the deepest baby I know,1967,60s
905,905,473,Drunk on Love,Rihanna,212,Talk That Talk,IntroYeah yeah yeah yeahNoVerse 1I feel like I’m a hopeless romanticI can’t help falling in loveI fiend for loveI want it I crave itI just can’t get enoughPreChorusTake me awayI wear my heart on my sleeveAlways let love take the leadI may be a little naive yeahChorus 1You know I’m drunk on love drunk on loveNothing can sober me upIt’s all that I needYeah yeah yeah yeahVerse 2Ive been let downBut never been taintedSo I stay thirsty for moreNo I wont hold backNo drop is wastedIll let love run its coursePreChorusTake me awayI wear my heart on my sleeveAlways let love take the leadI may be a little naive yeahChorus 2You know I’m drunk on love drunk on loveNothing can sober me upYou know I’m drunk on loveDrunk drunk on loveNothing can sober me upIt’s all that I needBridgeIm so intoxicatedI love the way you taste on my lips when we kissYou got me so addictedSo much I cant resist falling into your armsPreChorusTake me awayI wear my heart on my sleeveAlways let love take the leadI may be a little naive yeahChorus 2You know I’m drunk on love drunk on loveNothing can sober me upYou know I’m drunk on loveDrunk drunk on loveNothing can sober me upIt’s all that I needOutroIt’s all that I needIt’s all that I need,2011,2010s
906,906,474,Sweet Love,Anita Baker,257,Sweet Love: The Very Best of Anita Baker,Verse 1With all my heart I love you babyStay with me and you will seeMy arms will hold you babyNever leave cause I believeChorusIm in love sweet loveHear me calling out your name  I feel no shameIm in love sweet loveDont you ever go away itll always be this wayVerse 2Your heart has called me closer to youI will be all that you needJust trust in what were feelingNever leave cause baby I believeChorusIn this love sweet loveHear me calling out your name  I feel no shameIm in love sweet loveDont you ever go away itll always be this wayBridgeTheres no stronger love in this worldOh baby no  youre my man Im your girlIll never go  Wait and see cant be wrongDont you know this is where you belongVerse 3Oh the sweetest dream a lovely babyStay right here never fearI will be all that you needNever leave cause baby I believeChorusIn this love sweet loveHear me calling out your name  I feel no shameIm in love sweet loveDont you ever go away itll always be this wayOutroSweet loveOh no no no no no no noSweet love OhWith all my heart I love you So sweet so sweetOoh So sweet oh oh loveSweet love Love loveOh baby no sweeter loveSweet love Oh sweeter loveOh no no no no no no no noSweet love Dont nobody knowDont nobody know how sweet it isSweet love Ah how sweet it isLove me sweetly babyJust leave me sweetly babySweet loveDont nobody knowSweet love,1986,80s
907,907,478,I Follow You,Melody's Echo Chamber,214,Melody's Echo Chamber,Verse 1I was wrong and you were coldI was hoping you might goYou never showed me how much you caredAnd what was going onChorusI follow you pretend you want me toLiving the days not there with youI thought you trust me enoughThat all the stupid things the things I always doThis time with you I always knewVerse 2Its been too long since you are goneI am thinking of you aloneYou never showed me how much youre scaredAnd what was going onChorusI follow you pretend you need me toLiving the days not there with youI thought you trust me enoughThat all the stupid things the things I always doThis time with you I always knewBridgeI need someoneTo be close when at nightMy own demondsSlick under my pillowWant someone that comes and goes foreverI need you hereStay and show me loveI just need you I dont want toYou dont need me you just want me,2012,2010s
908,908,479,It's All Coming Back to Me Now,Céline Dion,0,Falling Into You,Verse 1There were nights when the wind was so coldThat my body froze in bedIf I just listened to itRight outside the windowThere were days when the sun was so cruelThat all the tears turned to dustAnd I just knew my eyes wereDrying up foreverI finished crying in the instant that you leftAnd I cant remember where or when or howAnd I banished every memory you and I had ever madeChorusBut when you touch me like thisAnd you hold me like thatI just have to admitThat its all coming back to meWhen I touch you like thisAnd I hold you like thatIts so hard to believe butIts all coming back to meIts all coming back its all coming back to me nowVerse 2There were moments of goldAnd there were flashes of lightThere were things Id never do againBut then theyd always seemed rightThere were nights of endless pleasureIt was more than any laws allowBaby babyChorusIf I kiss you like thisAnd if you whisper like thatIt was lost long agoBut its all coming back to meIf you want me like thisAnd if you need me like thatIt was dead long agoBut its all coming back to meIts so hard to resistAnd its all coming back to meI can barely recallBut its all coming back to me nowBut its all coming backVerse 3There were those empty threats and hollow liesAnd whenever you tried to hurt meI just hurt you even worseAnd so much deeperThere were hours that just went on for daysWhen alone at last wed count up all the chancesThat were lost to us foreverBut you were history with the slamming of the doorAnd I made myself so strong again somehowAnd I never wasted any of my time on you since thenChorusBut if I touch you like thisAnd if you kiss me like thatIt was so long agoBut its all coming back to meIf you touch me like thisAnd if I kiss you like thatIt was gone with the windBut its all coming back to meIts all coming back its all coming back to me nowVerse 4There were moments of goldAnd there were flashes of lightThere were things wed never do againBut then theyd always seemed rightThere were nights of endless pleasureIt was more than all your laws allowBaby baby babyChorusWhen you touch me like thisAnd when you hold me like thatIt was gone with the windBut its all coming back to meWhen you see me like thisAnd when I see you like thatThen we see what we want to seeAll coming back to meThe flesh and the fantasiesAll coming back to meI can barely recallBut its all coming back to me nowChorusIf you forgive me all thisIf I forgive you all thatWe forgive and forgetAnd its all coming back to meWhen you see me like thisAnd when I see you like thatWe see just what we want to seeAll coming back to meThe flesh and the fantasiesAll coming back to meI can barely recall but its all coming back to me nowOutroIts all coming back to me nowAnd when you kiss me like thisIts all coming back to me nowAnd when I touch you like thatIts all coming back to me nowIf you do it like thisIts all coming back to me nowAnd if we,1996,90s
909,909,482,I Walked,Sufjan Stevens,300,The Age of Adz,Verse 1Lover will you look at me nowIm already dead to youBut Im inclined to explainWhat I could not beforeWhatever you didnt do what you couldnt sayI am sorry the worst has arrivedFor I deserve moreFor at least I deserve the respect of a kiss goodbyeTell me do you think of me nowAs I think of youFor I could not have shakenThe touch of your breath on my armFor it has stayed in me as an epithetI am sorry the worst has arrivedFor Im on the floorIn the room where we made it our last touch of the nightChorusI walked cause you walkedBut I wont probably get very farSensation to what you saidBut Im not about to expect something moreI would not have run offBut I couldnt bear that its me its my faultI should not be so lostBut Ive got nothing left to loveVerse 2Lover will you look from me nowIm already deadBut Ive come to explainWhy I left such a mess on the floorFor when you went away I went crazyI was wild with the breast of a dogI ran through the nightWith a knife in my chest with the lust of your loveless lifeChorusI walked cause you walkedBut I wont probably get very farSensation to what you saidBut Im not about to expect something moreI would not have run offBut I couldnt bear that its me its my faultI should not be so lostBut Ive got nothing left to loveOutroI walked cause you walkedI walked cause you walkedI walked cause you walkedI walked cause you walkedI walked cause you walkedI walked cause you walkedI walked cause you walked,2010,2010s
910,910,488,Nothing's Gonna Hurt You Baby,Cigarettes After Sex,286,I'm a Firefighter,Verse 1Whispered something in your earIt was a perverted thing to sayBut I said it anywayMade you smile and look awayChorusNothings gonna hurt you babyAs long as youre with me youll be just fineNothings gonna hurt you babyNothings gonna take you from my sideVerse 2When we dance in my living roomTo that silly 90s RBWhen we have a drink or threeAlways ends in a hazy shower sceneChorusNothings gonna hurt you babyAs long as youre with me youll be just fineNothings gonna hurt you babyNothings gonna take you from my sideBridgeWhen we laugh into the microphone and singingWith our sunglasses on to our favorite songsWhen were laughing in the microphone and singingWith our sunglasses on to our favorite songsOutroNothings gonna hurt you babyNothings gonna take you from my side,2012,2010s
911,911,489,Lover,Taylor Swift,0,2020 GRAMMY® Nominees,Verse 1We could leave the Christmas lights up til JanuaryAnd this is our place we make the rulesAnd theres a dazzling haze a mysterious way about you dearHave I known you 20 seconds or 20 yearsChorusCan I go where you goCan we always be this closeForever and ever ahTake me out and take me homeYoure my my my my loverVerse 2We could let our friends crash in the living roomThis is our place we make the callAnd Im highly suspicious that everyone who sees you wants youIve loved you three summers now honey but I want em allChorusCan I go where you goCan we always be this closeForever and ever ahTake me out and take me home Forever and everYoure my my my my loverBridgeLadies and gentlemen will you please standWith every guitar string scar on my handI take this magnetic force of a man to be my loverMy hearts been borrowed and yours has been blueAlls well that ends well to end up with youSwear to be overdramatic and true to my loverAnd youll save all your dirtiest jokes for meAnd at every table Ill save you a seat loverChorusCan I go where you goCan we always be this closeForever and ever ahTake me out and take me home Forever and everYoure my my my myOh youre my my my myDarling youre my my my my lover,2019,2010s
